Item_Identifier,Outlet_Identifier,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales,Item_Outlet_Sales
FDT10,OUT027,1748.789,1748.789,1748.789,1748.789,1748.789,1748.789,1748.789,1748.789,1748.789,1748.789,1748.789,1748.789
FDX38,OUT045,726.473,726.473,726.473,726.473,726.473,726.473,726.473,726.473,726.473,726.473,726.473,726.473
NCU30,OUT027,4013.98,4013.98,4013.98,4013.98,4013.98,4013.98,4013.98,4013.98,4013.98,4013.98,4013.98,4013.98
NCV06,OUT049,3290.147,3290.147,3290.147,3290.147,3290.147,3290.147,3290.147,3290.147,3290.147,3290.147,3290.147,3290.147
FDT16,OUT035,4287.542,4287.542,4287.542,4287.542,4287.542,4287.542,4287.542,4287.542,4287.542,4287.542,4287.542,4287.542
NCP41,OUT027,2630.553,2630.553,2630.553,2630.553,2630.553,2630.553,2630.553,2630.553,2630.553,2630.553,2630.553,2630.553
FDZ56,OUT017,2839.011,2839.011,2839.011,2839.011,2839.011,2839.011,2839.011,2839.011,2839.011,2839.011,2839.011,2839.011
FDC22,OUT035,3256.364,3256.364,3256.364,3256.364,3256.364,3256.364,3256.364,3256.364,3256.364,3256.364,3256.364,3256.364
FDU10,OUT035,632.109,632.109,632.109,632.109,632.109,632.109,632.109,632.109,632.109,632.109,632.109,632.109
FDS46,OUT045,1835.817,1835.817,1835.817,1835.817,1835.817,1835.817,1835.817,1835.817,1835.817,1835.817,1835.817,1835.817
FDO08,OUT049,2682.425,2682.425,2682.425,2682.425,2682.425,2682.425,2682.425,2682.425,2682.425,2682.425,2682.425,2682.425
NCV42,OUT018,1416.358,1416.358,1416.358,1416.358,1416.358,1416.358,1416.358,1416.358,1416.358,1416.358,1416.358,1416.358
FDP33,OUT035,4360.742,4360.742,4360.742,4360.742,4360.742,4360.742,4360.742,4360.742,4360.742,4360.742,4360.742,4360.742
FDJ12,OUT046,3580.178,3580.178,3580.178,3580.178,3580.178,3580.178,3580.178,3580.178,3580.178,3580.178,3580.178,3580.178
FDH04,OUT045,1265.905,1265.905,1265.905,1265.905,1265.905,1265.905,1265.905,1265.905,1265.905,1265.905,1265.905,1265.905
NCU54,OUT013,3529.778,3529.778,3529.778,3529.778,3529.778,3529.778,3529.778,3529.778,3529.778,3529.778,3529.778,3529.778
FDO36,OUT010,405.52,405.52,405.52,405.52,405.52,405.52,405.52,405.52,405.52,405.52,405.52,405.52
FDT37,OUT027,6094.347,6094.347,6094.347,6094.347,6094.347,6094.347,6094.347,6094.347,6094.347,6094.347,6094.347,6094.347
FDD14,OUT010,537.921,537.921,537.921,537.921,537.921,537.921,537.921,537.921,537.921,537.921,537.921,537.921
FDA16,OUT013,3980.548,3980.548,3980.548,3980.548,3980.548,3980.548,3980.548,3980.548,3980.548,3980.548,3980.548,3980.548
NCS42,OUT019,245.263,245.263,245.263,245.263,245.263,245.263,245.263,245.263,245.263,245.263,245.263,245.263
FDP10,OUT019,192.218,192.218,192.218,192.218,192.218,192.218,192.218,192.218,192.218,192.218,192.218,192.218
FDQ28,OUT049,2614.252,2614.252,2614.252,2614.252,2614.252,2614.252,2614.252,2614.252,2614.252,2614.252,2614.252,2614.252
FDK57,OUT010,311.236,311.236,311.236,311.236,311.236,311.236,311.236,311.236,311.236,311.236,311.236,311.236
FDK02,OUT013,1906.848,1906.848,1906.848,1906.848,1906.848,1906.848,1906.848,1906.848,1906.848,1906.848,1906.848,1906.848
FDW47,OUT018,1615.054,1615.054,1615.054,1615.054,1615.054,1615.054,1615.054,1615.054,1615.054,1615.054,1615.054,1615.054
NCC42,OUT018,1822.728,1822.728,1822.728,1822.728,1822.728,1822.728,1822.728,1822.728,1822.728,1822.728,1822.728,1822.728
FDQ37,OUT018,3349.906,3349.906,3349.906,3349.906,3349.906,3349.906,3349.906,3349.906,3349.906,3349.906,3349.906,3349.906
FDL40,OUT046,1465.797,1465.797,1465.797,1465.797,1465.797,1465.797,1465.797,1465.797,1465.797,1465.797,1465.797,1465.797
DRE13,OUT010,312.888,312.888,312.888,312.888,312.888,312.888,312.888,312.888,312.888,312.888,312.888,312.888
FDQ34,OUT027,2780.687,2780.687,2780.687,2780.687,2780.687,2780.687,2780.687,2780.687,2780.687,2780.687,2780.687,2780.687
NCB54,OUT046,2048.016,2048.016,2048.016,2048.016,2048.016,2048.016,2048.016,2048.016,2048.016,2048.016,2048.016,2048.016
FDS48,OUT049,2653.728,2653.728,2653.728,2653.728,2653.728,2653.728,2653.728,2653.728,2653.728,2653.728,2653.728,2653.728
FDO15,OUT045,1080.532,1080.532,1080.532,1080.532,1080.532,1080.532,1080.532,1080.532,1080.532,1080.532,1080.532,1080.532
NCT30,OUT013,757.878,757.878,757.878,757.878,757.878,757.878,757.878,757.878,757.878,757.878,757.878,757.878
FDU49,OUT027,2414.586,2414.586,2414.586,2414.586,2414.586,2414.586,2414.586,2414.586,2414.586,2414.586,2414.586,2414.586
FDE21,OUT046,1963.824,1963.824,1963.824,1963.824,1963.824,1963.824,1963.824,1963.824,1963.824,1963.824,1963.824,1963.824
FDS49,OUT019,235.069,235.069,235.069,235.069,235.069,235.069,235.069,235.069,235.069,235.069,235.069,235.069
FDT38,OUT027,2419.222,2419.222,2419.222,2419.222,2419.222,2419.222,2419.222,2419.222,2419.222,2419.222,2419.222,2419.222
FDZ01,OUT045,1706.691,1706.691,1706.691,1706.691,1706.691,1706.691,1706.691,1706.691,1706.691,1706.691,1706.691,1706.691
FDC41,OUT035,1292.109,1292.109,1292.109,1292.109,1292.109,1292.109,1292.109,1292.109,1292.109,1292.109,1292.109,1292.109
DRG13,OUT010,387.839,387.839,387.839,387.839,387.839,387.839,387.839,387.839,387.839,387.839,387.839,387.839
NCZ42,OUT018,3708.017,3708.017,3708.017,3708.017,3708.017,3708.017,3708.017,3708.017,3708.017,3708.017,3708.017,3708.017
NCM07,OUT045,1301.005,1301.005,1301.005,1301.005,1301.005,1301.005,1301.005,1301.005,1301.005,1301.005,1301.005,1301.005
NCV17,OUT018,1889.406,1889.406,1889.406,1889.406,1889.406,1889.406,1889.406,1889.406,1889.406,1889.406,1889.406,1889.406
DRK39,OUT035,1309.903,1309.903,1309.903,1309.903,1309.903,1309.903,1309.903,1309.903,1309.903,1309.903,1309.903,1309.903
FDS37,OUT018,1658.044,1658.044,1658.044,1658.044,1658.044,1658.044,1658.044,1658.044,1658.044,1658.044,1658.044,1658.044
FDV12,OUT019,244.58,244.58,244.58,244.58,244.58,244.58,244.58,244.58,244.58,244.58,244.58,244.58
NCG19,OUT018,3408.8,3408.8,3408.8,3408.8,3408.8,3408.8,3408.8,3408.8,3408.8,3408.8,3408.8,3408.8
FDS51,OUT013,1035.571,1035.571,1035.571,1035.571,1035.571,1035.571,1035.571,1035.571,1035.571,1035.571,1035.571,1035.571
NCO14,OUT046,532.014,532.014,532.014,532.014,532.014,532.014,532.014,532.014,532.014,532.014,532.014,532.014
FDC38,OUT046,2153.995,2153.995,2153.995,2153.995,2153.995,2153.995,2153.995,2153.995,2153.995,2153.995,2153.995,2153.995
FDN15,OUT046,2249.205,2249.205,2249.205,2249.205,2249.205,2249.205,2249.205,2249.205,2249.205,2249.205,2249.205,2249.205
NCH42,OUT013,4202.074,4202.074,4202.074,4202.074,4202.074,4202.074,4202.074,4202.074,4202.074,4202.074,4202.074,4202.074
FDQ22,OUT046,624.676,624.676,624.676,624.676,624.676,624.676,624.676,624.676,624.676,624.676,624.676,624.676
FDC05,OUT013,3096.308,3096.308,3096.308,3096.308,3096.308,3096.308,3096.308,3096.308,3096.308,3096.308,3096.308,3096.308
FDZ31,OUT013,3182.709,3182.709,3182.709,3182.709,3182.709,3182.709,3182.709,3182.709,3182.709,3182.709,3182.709,3182.709
DRJ23,OUT049,3119.587,3119.587,3119.587,3119.587,3119.587,3119.587,3119.587,3119.587,3119.587,3119.587,3119.587,3119.587
FDC52,OUT035,2658.722,2658.722,2658.722,2658.722,2658.722,2658.722,2658.722,2658.722,2658.722,2658.722,2658.722,2658.722
DRD12,OUT010,227.635,227.635,227.635,227.635,227.635,227.635,227.635,227.635,227.635,227.635,227.635,227.635
FDV55,OUT017,2484.238,2484.238,2484.238,2484.238,2484.238,2484.238,2484.238,2484.238,2484.238,2484.238,2484.238,2484.238
FDD32,OUT046,1253.306,1253.306,1253.306,1253.306,1253.306,1253.306,1253.306,1253.306,1253.306,1253.306,1253.306,1253.306
FDR01,OUT049,3400.818,3400.818,3400.818,3400.818,3400.818,3400.818,3400.818,3400.818,3400.818,3400.818,3400.818,3400.818
FDY08,OUT019,307.916,307.916,307.916,307.916,307.916,307.916,307.916,307.916,307.916,307.916,307.916,307.916
FDQ45,OUT045,2832.724,2832.724,2832.724,2832.724,2832.724,2832.724,2832.724,2832.724,2832.724,2832.724,2832.724,2832.724
DRN11,OUT027,3755.097,3755.097,3755.097,3755.097,3755.097,3755.097,3755.097,3755.097,3755.097,3755.097,3755.097,3755.097
NCS05,OUT018,1816.466,1816.466,1816.466,1816.466,1816.466,1816.466,1816.466,1816.466,1816.466,1816.466,1816.466,1816.466
FDY32,OUT035,2660.564,2660.564,2660.564,2660.564,2660.564,2660.564,2660.564,2660.564,2660.564,2660.564,2660.564,2660.564
NCD31,OUT045,2575.662,2575.662,2575.662,2575.662,2575.662,2575.662,2575.662,2575.662,2575.662,2575.662,2575.662,2575.662
NCE06,OUT049,2687.035,2687.035,2687.035,2687.035,2687.035,2687.035,2687.035,2687.035,2687.035,2687.035,2687.035,2687.035
NCP14,OUT046,1685.164,1685.164,1685.164,1685.164,1685.164,1685.164,1685.164,1685.164,1685.164,1685.164,1685.164,1685.164
NCF18,OUT019,466.674,466.674,466.674,466.674,466.674,466.674,466.674,466.674,466.674,466.674,466.674,466.674
FDF14,OUT018,2162.737,2162.737,2162.737,2162.737,2162.737,2162.737,2162.737,2162.737,2162.737,2162.737,2162.737,2162.737
FDB22,OUT017,2344.477,2344.477,2344.477,2344.477,2344.477,2344.477,2344.477,2344.477,2344.477,2344.477,2344.477,2344.477
NCH54,OUT049,2529.763,2529.763,2529.763,2529.763,2529.763,2529.763,2529.763,2529.763,2529.763,2529.763,2529.763,2529.763
FDU27,OUT035,751.092,751.092,751.092,751.092,751.092,751.092,751.092,751.092,751.092,751.092,751.092,751.092
FDS58,OUT027,4355.63,4355.63,4355.63,4355.63,4355.63,4355.63,4355.63,4355.63,4355.63,4355.63,4355.63,4355.63
NCU29,OUT035,2562.57,2562.57,2562.57,2562.57,2562.57,2562.57,2562.57,2562.57,2562.57,2562.57,2562.57,2562.57
FDJ57,OUT013,3171.606,3171.606,3171.606,3171.606,3171.606,3171.606,3171.606,3171.606,3171.606,3171.606,3171.606,3171.606
FDL56,OUT049,1430.967,1430.967,1430.967,1430.967,1430.967,1430.967,1430.967,1430.967,1430.967,1430.967,1430.967,1430.967
FDH60,OUT035,3323.129,3323.129,3323.129,3323.129,3323.129,3323.129,3323.129,3323.129,3323.129,3323.129,3323.129,3323.129
FDN24,OUT018,750.831,750.831,750.831,750.831,750.831,750.831,750.831,750.831,750.831,750.831,750.831,750.831
FDD02,OUT017,2276.682,2276.682,2276.682,2276.682,2276.682,2276.682,2276.682,2276.682,2276.682,2276.682,2276.682,2276.682
FDP15,OUT017,4693.758,4693.758,4693.758,4693.758,4693.758,4693.758,4693.758,4693.758,4693.758,4693.758,4693.758,4693.758
FDB28,OUT027,5518.272,5518.272,5518.272,5518.272,5518.272,5518.272,5518.272,5518.272,5518.272,5518.272,5518.272,5518.272
DRC49,OUT045,2359.95,2359.95,2359.95,2359.95,2359.95,2359.95,2359.95,2359.95,2359.95,2359.95,2359.95,2359.95
NCG30,OUT018,1846.389,1846.389,1846.389,1846.389,1846.389,1846.389,1846.389,1846.389,1846.389,1846.389,1846.389,1846.389
FDJ14,OUT049,1216.516,1216.516,1216.516,1216.516,1216.516,1216.516,1216.516,1216.516,1216.516,1216.516,1216.516,1216.516
FDL52,OUT045,651.113,651.113,651.113,651.113,651.113,651.113,651.113,651.113,651.113,651.113,651.113,651.113
NCG19,OUT027,6757.822,6757.822,6757.822,6757.822,6757.822,6757.822,6757.822,6757.822,6757.822,6757.822,6757.822,6757.822
NCN41,OUT035,2068.396,2068.396,2068.396,2068.396,2068.396,2068.396,2068.396,2068.396,2068.396,2068.396,2068.396,2068.396
FDW22,OUT013,3888.128,3888.128,3888.128,3888.128,3888.128,3888.128,3888.128,3888.128,3888.128,3888.128,3888.128,3888.128
FDI02,OUT013,1841.69,1841.69,1841.69,1841.69,1841.69,1841.69,1841.69,1841.69,1841.69,1841.69,1841.69,1841.69
FDV51,OUT045,2570.814,2570.814,2570.814,2570.814,2570.814,2570.814,2570.814,2570.814,2570.814,2570.814,2570.814,2570.814
FDV48,OUT046,1323.332,1323.332,1323.332,1323.332,1323.332,1323.332,1323.332,1323.332,1323.332,1323.332,1323.332,1323.332
NCL17,OUT019,308.542,308.542,308.542,308.542,308.542,308.542,308.542,308.542,308.542,308.542,308.542,308.542
FDP46,OUT045,1338.079,1338.079,1338.079,1338.079,1338.079,1338.079,1338.079,1338.079,1338.079,1338.079,1338.079,1338.079
FDU10,OUT045,578.877,578.877,578.877,578.877,578.877,578.877,578.877,578.877,578.877,578.877,578.877,578.877
FDT37,OUT010,590.315,590.315,590.315,590.315,590.315,590.315,590.315,590.315,590.315,590.315,590.315,590.315
FDI27,OUT035,812.315,812.315,812.315,812.315,812.315,812.315,812.315,812.315,812.315,812.315,812.315,812.315
FDN51,OUT046,4517.578,4517.578,4517.578,4517.578,4517.578,4517.578,4517.578,4517.578,4517.578,4517.578,4517.578,4517.578
FDW07,OUT035,1336.253,1336.253,1336.253,1336.253,1336.253,1336.253,1336.253,1336.253,1336.253,1336.253,1336.253,1336.253
FDN45,OUT049,3484.146,3484.146,3484.146,3484.146,3484.146,3484.146,3484.146,3484.146,3484.146,3484.146,3484.146,3484.146
DRN37,OUT027,4306.548,4306.548,4306.548,4306.548,4306.548,4306.548,4306.548,4306.548,4306.548,4306.548,4306.548,4306.548
DRF48,OUT049,3009.012,3009.012,3009.012,3009.012,3009.012,3009.012,3009.012,3009.012,3009.012,3009.012,3009.012,3009.012
FDP38,OUT019,77.398,77.398,77.398,77.398,77.398,77.398,77.398,77.398,77.398,77.398,77.398,77.398
NCX18,OUT027,5151.458,5151.458,5151.458,5151.458,5151.458,5151.458,5151.458,5151.458,5151.458,5151.458,5151.458,5151.458
FDK45,OUT018,1596.19,1596.19,1596.19,1596.19,1596.19,1596.19,1596.19,1596.19,1596.19,1596.19,1596.19,1596.19
FDZ37,OUT049,1374.873,1374.873,1374.873,1374.873,1374.873,1374.873,1374.873,1374.873,1374.873,1374.873,1374.873,1374.873
FDS50,OUT018,3315.815,3315.815,3315.815,3315.815,3315.815,3315.815,3315.815,3315.815,3315.815,3315.815,3315.815,3315.815
NCR54,OUT018,2997.784,2997.784,2997.784,2997.784,2997.784,2997.784,2997.784,2997.784,2997.784,2997.784,2997.784,2997.784
NCS17,OUT035,1504.057,1504.057,1504.057,1504.057,1504.057,1504.057,1504.057,1504.057,1504.057,1504.057,1504.057,1504.057
FDV31,OUT046,2807.046,2807.046,2807.046,2807.046,2807.046,2807.046,2807.046,2807.046,2807.046,2807.046,2807.046,2807.046
DRE27,OUT017,1409.376,1409.376,1409.376,1409.376,1409.376,1409.376,1409.376,1409.376,1409.376,1409.376,1409.376,1409.376
FDN60,OUT013,2591.838,2591.838,2591.838,2591.838,2591.838,2591.838,2591.838,2591.838,2591.838,2591.838,2591.838,2591.838
FDK26,OUT013,3026.144,3026.144,3026.144,3026.144,3026.144,3026.144,3026.144,3026.144,3026.144,3026.144,3026.144,3026.144
FDX37,OUT018,1149.33,1149.33,1149.33,1149.33,1149.33,1149.33,1149.33,1149.33,1149.33,1149.33,1149.33,1149.33
FDW31,OUT046,3008.519,3008.519,3008.519,3008.519,3008.519,3008.519,3008.519,3008.519,3008.519,3008.519,3008.519,3008.519
FDX26,OUT018,3392.988,3392.988,3392.988,3392.988,3392.988,3392.988,3392.988,3392.988,3392.988,3392.988,3392.988,3392.988
DRL49,OUT019,221.59,221.59,221.59,221.59,221.59,221.59,221.59,221.59,221.59,221.59,221.59,221.59
FDU49,OUT017,1447.302,1447.302,1447.302,1447.302,1447.302,1447.302,1447.302,1447.302,1447.302,1447.302,1447.302,1447.302
FDY58,OUT046,3595.461,3595.461,3595.461,3595.461,3595.461,3595.461,3595.461,3595.461,3595.461,3595.461,3595.461,3595.461
FDN03,OUT045,3789.232,3789.232,3789.232,3789.232,3789.232,3789.232,3789.232,3789.232,3789.232,3789.232,3789.232,3789.232
NCV06,OUT010,514.333,514.333,514.333,514.333,514.333,514.333,514.333,514.333,514.333,514.333,514.333,514.333
FDH53,OUT045,1258.03,1258.03,1258.03,1258.03,1258.03,1258.03,1258.03,1258.03,1258.03,1258.03,1258.03,1258.03
FDG31,OUT018,1004.74,1004.74,1004.74,1004.74,1004.74,1004.74,1004.74,1004.74,1004.74,1004.74,1004.74,1004.74
NCC06,OUT045,2001.752,2001.752,2001.752,2001.752,2001.752,2001.752,2001.752,2001.752,2001.752,2001.752,2001.752,2001.752
FDS13,OUT049,4412.556,4412.556,4412.556,4412.556,4412.556,4412.556,4412.556,4412.556,4412.556,4412.556,4412.556,4412.556
FDP16,OUT035,4294.028,4294.028,4294.028,4294.028,4294.028,4294.028,4294.028,4294.028,4294.028,4294.028,4294.028,4294.028
FDA35,OUT013,2090.204,2090.204,2090.204,2090.204,2090.204,2090.204,2090.204,2090.204,2090.204,2090.204,2090.204,2090.204
DRP47,OUT018,3640.736,3640.736,3640.736,3640.736,3640.736,3640.736,3640.736,3640.736,3640.736,3640.736,3640.736,3640.736
FDY28,OUT010,683.166,683.166,683.166,683.166,683.166,683.166,683.166,683.166,683.166,683.166,683.166,683.166
FDY20,OUT035,1446.475,1446.475,1446.475,1446.475,1446.475,1446.475,1446.475,1446.475,1446.475,1446.475,1446.475,1446.475
NCH30,OUT017,1891.49,1891.49,1891.49,1891.49,1891.49,1891.49,1891.49,1891.49,1891.49,1891.49,1891.49,1891.49
NCR29,OUT019,193.087,193.087,193.087,193.087,193.087,193.087,193.087,193.087,193.087,193.087,193.087,193.087
NCP05,OUT013,2607.117,2607.117,2607.117,2607.117,2607.117,2607.117,2607.117,2607.117,2607.117,2607.117,2607.117,2607.117
NCF30,OUT019,289.292,289.292,289.292,289.292,289.292,289.292,289.292,289.292,289.292,289.292,289.292,289.292
FDA08,OUT035,2662.917,2662.917,2662.917,2662.917,2662.917,2662.917,2662.917,2662.917,2662.917,2662.917,2662.917,2662.917
FDN51,OUT027,6987.005,6987.005,6987.005,6987.005,6987.005,6987.005,6987.005,6987.005,6987.005,6987.005,6987.005,6987.005
FDH12,OUT046,1684.803,1684.803,1684.803,1684.803,1684.803,1684.803,1684.803,1684.803,1684.803,1684.803,1684.803,1684.803
FDY39,OUT017,3630.762,3630.762,3630.762,3630.762,3630.762,3630.762,3630.762,3630.762,3630.762,3630.762,3630.762,3630.762
NCO53,OUT045,3107.7,3107.7,3107.7,3107.7,3107.7,3107.7,3107.7,3107.7,3107.7,3107.7,3107.7,3107.7
FDB40,OUT046,2558.893,2558.893,2558.893,2558.893,2558.893,2558.893,2558.893,2558.893,2558.893,2558.893,2558.893,2558.893
FDH02,OUT049,1360.266,1360.266,1360.266,1360.266,1360.266,1360.266,1360.266,1360.266,1360.266,1360.266,1360.266,1360.266
FDY11,OUT027,1864.268,1864.268,1864.268,1864.268,1864.268,1864.268,1864.268,1864.268,1864.268,1864.268,1864.268,1864.268
FDQ09,OUT019,281.881,281.881,281.881,281.881,281.881,281.881,281.881,281.881,281.881,281.881,281.881,281.881
FDP16,OUT013,4051.068,4051.068,4051.068,4051.068,4051.068,4051.068,4051.068,4051.068,4051.068,4051.068,4051.068,4051.068
NCF55,OUT018,444.382,444.382,444.382,444.382,444.382,444.382,444.382,444.382,444.382,444.382,444.382,444.382
FDY09,OUT027,4818.009,4818.009,4818.009,4818.009,4818.009,4818.009,4818.009,4818.009,4818.009,4818.009,4818.009,4818.009
FDY39,OUT045,3885.928,3885.928,3885.928,3885.928,3885.928,3885.928,3885.928,3885.928,3885.928,3885.928,3885.928,3885.928
NCU53,OUT049,2407.906,2407.906,2407.906,2407.906,2407.906,2407.906,2407.906,2407.906,2407.906,2407.906,2407.906,2407.906
NCT41,OUT049,2626.96,2626.96,2626.96,2626.96,2626.96,2626.96,2626.96,2626.96,2626.96,2626.96,2626.96,2626.96
FDJ45,OUT046,615.959,615.959,615.959,615.959,615.959,615.959,615.959,615.959,615.959,615.959,615.959,615.959
FDR28,OUT013,2657.444,2657.444,2657.444,2657.444,2657.444,2657.444,2657.444,2657.444,2657.444,2657.444,2657.444,2657.444
FDN08,OUT013,1918.652,1918.652,1918.652,1918.652,1918.652,1918.652,1918.652,1918.652,1918.652,1918.652,1918.652,1918.652
FDJ07,OUT049,1905.304,1905.304,1905.304,1905.304,1905.304,1905.304,1905.304,1905.304,1905.304,1905.304,1905.304,1905.304
FDZ09,OUT027,4137.016,4137.016,4137.016,4137.016,4137.016,4137.016,4137.016,4137.016,4137.016,4137.016,4137.016,4137.016
FDQ14,OUT017,2408.576,2408.576,2408.576,2408.576,2408.576,2408.576,2408.576,2408.576,2408.576,2408.576,2408.576,2408.576
FDY12,OUT027,1466.052,1466.052,1466.052,1466.052,1466.052,1466.052,1466.052,1466.052,1466.052,1466.052,1466.052,1466.052
FDK57,OUT046,1959.493,1959.493,1959.493,1959.493,1959.493,1959.493,1959.493,1959.493,1959.493,1959.493,1959.493,1959.493
FDD20,OUT049,2206.534,2206.534,2206.534,2206.534,2206.534,2206.534,2206.534,2206.534,2206.534,2206.534,2206.534,2206.534
FDS36,OUT018,1711.849,1711.849,1711.849,1711.849,1711.849,1711.849,1711.849,1711.849,1711.849,1711.849,1711.849,1711.849
FDI40,OUT049,1742.178,1742.178,1742.178,1742.178,1742.178,1742.178,1742.178,1742.178,1742.178,1742.178,1742.178,1742.178
FDJ40,OUT045,1786.614,1786.614,1786.614,1786.614,1786.614,1786.614,1786.614,1786.614,1786.614,1786.614,1786.614,1786.614
FDE08,OUT013,2895.268,2895.268,2895.268,2895.268,2895.268,2895.268,2895.268,2895.268,2895.268,2895.268,2895.268,2895.268
DRK01,OUT013,1433.769,1433.769,1433.769,1433.769,1433.769,1433.769,1433.769,1433.769,1433.769,1433.769,1433.769,1433.769
FDC58,OUT049,640.456,640.456,640.456,640.456,640.456,640.456,640.456,640.456,640.456,640.456,640.456,640.456
FDE50,OUT046,2889.298,2889.298,2889.298,2889.298,2889.298,2889.298,2889.298,2889.298,2889.298,2889.298,2889.298,2889.298
FDX48,OUT035,2830.755,2830.755,2830.755,2830.755,2830.755,2830.755,2830.755,2830.755,2830.755,2830.755,2830.755,2830.755
DRM35,OUT018,2620.986,2620.986,2620.986,2620.986,2620.986,2620.986,2620.986,2620.986,2620.986,2620.986,2620.986,2620.986
FDG41,OUT013,1642.1,1642.1,1642.1,1642.1,1642.1,1642.1,1642.1,1642.1,1642.1,1642.1,1642.1,1642.1
FDB52,OUT046,3221.729,3221.729,3221.729,3221.729,3221.729,3221.729,3221.729,3221.729,3221.729,3221.729,3221.729,3221.729
FDV19,OUT045,2532.651,2532.651,2532.651,2532.651,2532.651,2532.651,2532.651,2532.651,2532.651,2532.651,2532.651,2532.651
DRG48,OUT017,2552.36,2552.36,2552.36,2552.36,2552.36,2552.36,2552.36,2552.36,2552.36,2552.36,2552.36,2552.36
FDI26,OUT013,2792.352,2792.352,2792.352,2792.352,2792.352,2792.352,2792.352,2792.352,2792.352,2792.352,2792.352,2792.352
FDU11,OUT019,268.997,268.997,268.997,268.997,268.997,268.997,268.997,268.997,268.997,268.997,268.997,268.997
FDF59,OUT019,301.427,301.427,301.427,301.427,301.427,301.427,301.427,301.427,301.427,301.427,301.427,301.427
FDR07,OUT049,1312.026,1312.026,1312.026,1312.026,1312.026,1312.026,1312.026,1312.026,1312.026,1312.026,1312.026,1312.026
NCE06,OUT017,2352.713,2352.713,2352.713,2352.713,2352.713,2352.713,2352.713,2352.713,2352.713,2352.713,2352.713,2352.713
FDE10,OUT046,2119.12,2119.12,2119.12,2119.12,2119.12,2119.12,2119.12,2119.12,2119.12,2119.12,2119.12,2119.12
NCO55,OUT046,1790.682,1790.682,1790.682,1790.682,1790.682,1790.682,1790.682,1790.682,1790.682,1790.682,1790.682,1790.682
FDZ13,OUT013,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9,781.9
FDT50,OUT017,1571.59,1571.59,1571.59,1571.59,1571.59,1571.59,1571.59,1571.59,1571.59,1571.59,1571.59,1571.59
FDH12,OUT010,254.677,254.677,254.677,254.677,254.677,254.677,254.677,254.677,254.677,254.677,254.677,254.677
FDD21,OUT045,1990.216,1990.216,1990.216,1990.216,1990.216,1990.216,1990.216,1990.216,1990.216,1990.216,1990.216,1990.216
NCM05,OUT013,4721.664,4721.664,4721.664,4721.664,4721.664,4721.664,4721.664,4721.664,4721.664,4721.664,4721.664,4721.664
FDK04,OUT013,889.932,889.932,889.932,889.932,889.932,889.932,889.932,889.932,889.932,889.932,889.932,889.932
FDN33,OUT017,1558.388,1558.388,1558.388,1558.388,1558.388,1558.388,1558.388,1558.388,1558.388,1558.388,1558.388,1558.388
NCM18,OUT010,160.874,160.874,160.874,160.874,160.874,160.874,160.874,160.874,160.874,160.874,160.874,160.874
DRC25,OUT049,1349.554,1349.554,1349.554,1349.554,1349.554,1349.554,1349.554,1349.554,1349.554,1349.554,1349.554,1349.554
FDT47,OUT017,1770.08,1770.08,1770.08,1770.08,1770.08,1770.08,1770.08,1770.08,1770.08,1770.08,1770.08,1770.08
FDD45,OUT027,2642.924,2642.924,2642.924,2642.924,2642.924,2642.924,2642.924,2642.924,2642.924,2642.924,2642.924,2642.924
NCD07,OUT018,1649.492,1649.492,1649.492,1649.492,1649.492,1649.492,1649.492,1649.492,1649.492,1649.492,1649.492,1649.492
NCY54,OUT010,485.273,485.273,485.273,485.273,485.273,485.273,485.273,485.273,485.273,485.273,485.273,485.273
FDL12,OUT049,953.679,953.679,953.679,953.679,953.679,953.679,953.679,953.679,953.679,953.679,953.679,953.679
FDL02,OUT017,1709.057,1709.057,1709.057,1709.057,1709.057,1709.057,1709.057,1709.057,1709.057,1709.057,1709.057,1709.057
FDC60,OUT035,1790.905,1790.905,1790.905,1790.905,1790.905,1790.905,1790.905,1790.905,1790.905,1790.905,1790.905,1790.905
FDR37,OUT017,2912.602,2912.602,2912.602,2912.602,2912.602,2912.602,2912.602,2912.602,2912.602,2912.602,2912.602,2912.602
FDY16,OUT017,3190.736,3190.736,3190.736,3190.736,3190.736,3190.736,3190.736,3190.736,3190.736,3190.736,3190.736,3190.736
FDU26,OUT045,1715.234,1715.234,1715.234,1715.234,1715.234,1715.234,1715.234,1715.234,1715.234,1715.234,1715.234,1715.234
FDN24,OUT013,822.961,822.961,822.961,822.961,822.961,822.961,822.961,822.961,822.961,822.961,822.961,822.961
FDH44,OUT013,2539.288,2539.288,2539.288,2539.288,2539.288,2539.288,2539.288,2539.288,2539.288,2539.288,2539.288,2539.288
FDE23,OUT010,183.568,183.568,183.568,183.568,183.568,183.568,183.568,183.568,183.568,183.568,183.568,183.568
FDW60,OUT017,3126.331,3126.331,3126.331,3126.331,3126.331,3126.331,3126.331,3126.331,3126.331,3126.331,3126.331,3126.331
